5108222683,李loli,:那一刻你心里有场海啸可你静静的没有让任何人知道  ,0,0,0,1572450780000
3917602652,Gao小白云,:我的心里有海啸，可我就这样静静的，不让任何人知道 ,0,0,0,1572450240000
7100268709,小猫咪丶王小皮86626,:我正在快手看 和平精英¥大海啸 的直播，一起来看！#记录世界 记录你# 和平精英¥大海啸的快手直播 ,0,0,0,1572450060000
2315704867,ii蒹葭苍苍,:那一刻你心里有场海啸 可你静静站着 没有让任何人知道 ,1,0,0,1572450000000
7268460883,荷家小蜘蛛,:#TomHolland[超话]#看了海啸奇迹，感动[悲伤]@ViviHolland @曼曼慢点531 @荷兰甜豆真的甜 @杰杰杰杰fourth@鬼白鬼黑 @HollandPrince @星儿的空间123 @一颗糖豆汤荷兰 ,28,4,11,1572449580000
1949605903,早坂夏海,#蔡徐坤[超话]#  #30天安利蔡徐坤# 凑个热闹，DAY1，送郭炜炜出道的时候看见的😐（...）当时也不怎么玩微博，不过我加的无数个剑三群都在传那张截图.......然后我拿着这个名字去问（一直在跟我安利队友的）高中舍友，蔡徐坤 何许人也，她告诉我这是偶练之王（我：？）然后我去看了偶练决赛，然后我开始补档，然后我垂直入坑了。（在我补档途中黑天鹅宣了我当时没抢。可恶！）@蔡徐坤,0,0,0,1572449460000
6381316531,桐子婆婆,:#桐子婆婆# 前段时间，我去了长春的失恋博物馆，把我们之间的记忆封存在哪里了，同时我也看到了许多个心酸难耐的往事。 关于失恋这个故事，有的人曾经为其千百次低头，没有尊严的回头寻找却成了打扰；有的人失恋之后整宿整宿地睡不着，一整本日记全是被眼泪打湿的痕迹；有的人想尽一切办法的制造偶遇，只为偷偷再看那个人一眼，陪他再走一段路，有些人流产堕胎，却最终没换来一句心疼、 后来，这群“有些人”和我一样，把记忆封存了。那个人这辈子都等不到了，也得不到了。于是狠狠心，把回忆都打成包裹，远远地丢在这个再也看不到的角落，或许他们放下了，但是我没有。 我只好再一次又一次地麻痹和劝解自己：放下吧，不值得，别等了。 谁的青春里没有出现过这么一个人呢？曾跟你许诺过明天的人，却再也没有出现在你的明天里。和海啸分手的这个时候，我还在准备考研，每天像个没事人似的，照样往返于幼儿园，宿舍，食堂之间。可是今天那个简答题，我就是死活都背不下来，突然想到以前他都会安慰我，可是以后他的温柔再也与我无关，眼泪就跟决堤一样流了出来，我给他发了一条消息，让他拉黑我吧，我不想一声不吭的躺死在他的朋友圈，可他没有、 如果能重来一次，我想我依然会记住初见他的样子，但却不会轻易把那句喜欢说出口。 后来，就在今天，我和朋友在外面玩轮滑，我好像碰到了他，我反反复复的往返于13舍，却不敢抬头看一眼，确定是不是他。说实话，看到他我并没有想象中的欣喜，反而心里扎了很久的刺在那一刻突然消失了。回到寝室我翻开了他的朋友圈，他不再有我最喜欢的灿烂笑容和闪着星星的眼睛。我知道，我不会再在幻想中沉溺，不会再为他患得患失，也不会因为他的一句话辗转反侧，我终于释然了。我曾经以为一牵手就能永远，可爱情变得太快，岁月青葱，我们都走上了各自的人生，再遗憾不甘也都只能到此为止、我是看到他了嘛？我不知道，可是我告诉我自己等不到的人，就忘了吧、这个过程再痛苦再难熬，会失眠、会撕心裂肺、会自我怀疑，可它总会过去的。别回头，别纠缠，也别念旧。已经深秋了，我要走得更稳一些，要相信，那个爱我的人，正星月兼程地走在来见我的路上，并将许我整个冬天的滚烫。所以，再也不要听海啸任何形式的对不起，我现在要被对得起。,0,0,0,1572449280000
6878046995,砺剑军事,:科学家计划中看来百利无一害的船载商用核电站也有BUG——海啸。无论是格林兰岛大海啸还是印尼大海啸，由海地地震诱发的波动在沿大陆架传播后，最终形成6-9米高的大浪冲上岸边。这种海啸的巨大威力即使是万吨轮或者十万吨轮都不可能忽视。可以试想一下，依靠海水冷却的核电站被大海啸推到岸边搁浅，这种核危害的等级会让任何一个负责任的政府哆嗦一下。A #国际军事##砺剑堂龙利爪##军事杂谈#  http://t.cn/Ai1u4zvZ,0,0,0,1572449220000
5745774736,Pikapi仙女姐姐,:那一刻你心里有场海啸.可你静静地站着.没让任何人知道. ,3,0,1,1572448980000
,喜感的小肥lu,:那一刻你心里有场海啸可你静静站着没有让任何人知道 ,0,0,0,1572448920000
6305342501,奶茶不加茶ing,:#刘诗诗李思雨# lss #刘诗诗亲爱的自己# Day 19 每日情话🦁:  我喜欢你，是那种一想到你的名字，心里动辄海啸山鸣的喜欢。@刘诗诗 ,7,0,3,1572448740000
6616697876,第136颗超甜小橘,:#朱一龙云吃火锅# ,0,0,2,1572448500000
6513680118,碾冰为土玉为盆_,:#给朱一龙最强应援[超话]#『朱一龙』你是恢弘诗章，你是星辉晴朗，你是海啸中鲸鱼的脊梁。你是夜色将至时微光，让人甘愿披荆斩棘前往。@朱一龙 (需10评，需回捞请注明~) ,0,0,9,1572447900000
2636375531,闲散人员传奇,:杰克奥特曼当中的夫妻怪兽：西蒙斯和西格拉斯，模型来自阿斯工坊，由日本的雕刻师根据剧中皮套精心制作，真实还原剧中怪兽的样子，剧中当两只怪兽的角发光时，将会产生龙卷风和海啸，于是就有了最后三张的瞎搞图,167,120,9,1572447720000
5689452819,那么晚安吧,:“那一刻你心里有场海啸，可你静静站着，没有让任何人知道” ,3,0,0,1572447540000
7233195125,我爱画工图呀,:你心里的山崩海啸，人家的无动于衷 ,0,0,0,1572447540000
3105399564,史若瑾,:只是把好多委屈都自己吞下了心里有一场海啸没让任何人知道 ,5,0,0,1572447480000
7329705815,Aoli08849,:#摩登兄弟真爱团[超话]##摩登兄弟刘宇宁[超话]#。#刘宇宁热血少年卫乘风# 刘宇宁💘我遇见你恰若春风，你遇见我风平浪静，我心有海啸，你波澜不惊💘 ,3,0,1,1572447240000
6358380081,透天玄机开太平6358380081,:《透天玄机开太平的评论：日有台风美有火，里面处处是因果；每日杀生尽食肉，多年联手摘侵略。捕鲸宰牛血如海，杀人如麻冤魂多；须知身死神不灭，引来海啸掀风波。引来台风如摧朽，引来地震和山火；引来洪涝...》14级狂风助长火势，美国加州20万人逃离家园 ,0,0,0,1572447240000
6113279838,朱家一丫头,:#WWF全球大使朱一龙# ,4,0,5,1572447240000
